Date,Open,High,Low,Close,Adj Close,Volume
2021-06-16,0.000009,0.000009,0.000008,0.000008,0.000008,1147441100
2021-06-17,0.000008,0.000008,0.000008,0.000008,0.000008,645884625
2021-06-18,0.000008,0.000008,0.000007,0.000007,0.000007,560685269
2021-06-19,0.000007,0.000008,0.000007,0.000008,0.000008,800211655
2021-06-20,0.000008,0.000008,0.000007,0.000008,0.000008,644943959
2021-06-21,0.000008,0.000008,0.000006,0.000006,0.000006,719083156
2021-06-22,0.000006,0.000007,0.000006,0.000006,0.000006,798815195
2021-06-23,0.000006,0.000007,0.000006,0.000007,0.000007,538227669
2021-06-24,0.000007,0.000007,0.000007,0.000007,0.000007,374340895
2021-06-25,0.000007,0.000008,0.000007,0.000007,0.000007,809551822
2021-06-26,0.000007,0.000008,0.000007,0.000007,0.000007,506208122
2021-06-27,0.000007,0.000008,0.000007,0.000008,0.000008,368723897
2021-06-28,0.000008,0.000008,0.000008,0.000008,0.000008,511642751
2021-06-29,0.000008,0.000010,0.000008,0.000009,0.000009,1049937292
2021-06-30,0.000009,0.000009,0.000008,0.000009,0.000009,774601888
2021-07-01,0.000009,0.000009,0.000008,0.000008,0.000008,472303878
2021-07-02,0.000008,0.000008,0.000008,0.000008,0.000008,350380456
2021-07-03,0.000008,0.000009,0.000008,0.000009,0.000009,387155665
2021-07-04,0.000009,0.000009,0.000008,0.000009,0.000009,382389431
2021-07-05,0.000009,0.000009,0.000008,0.000008,0.000008,414501521
2021-07-06,0.000008,0.000009,0.000008,0.000009,0.000009,695333646
2021-07-07,0.000009,0.000009,0.000009,0.000009,0.000009,400230047
2021-07-08,0.000009,0.000009,0.000008,0.000008,0.000008,461821077
2021-07-09,0.000008,0.000008,0.000008,0.000008,0.000008,329969149
2021-07-10,0.000008,0.000008,0.000008,0.000008,0.000008,307713037
2021-07-11,0.000008,0.000008,0.000008,0.000008,0.000008,298920323
2021-07-12,0.000008,0.000008,0.000007,0.000008,0.000008,368432617
2021-07-13,0.000008,0.000008,0.000007,0.000007,0.000007,314206348
2021-07-14,0.000007,0.000008,0.000007,0.000007,0.000007,395606690
2021-07-15,0.000007,0.000007,0.000007,0.000007,0.000007,324530088
2021-07-16,0.000007,0.000007,0.000007,0.000007,0.000007,271727428
2021-07-17,0.000007,0.000007,0.000007,0.000007,0.000007,268313051
2021-07-18,0.000007,0.000007,0.000007,0.000007,0.000007,248486447
2021-07-19,0.000007,0.000007,0.000006,0.000006,0.000006,300950718
2021-07-20,0.000006,0.000006,0.000006,0.000006,0.000006,319956020
2021-07-21,0.000006,0.000007,0.000006,0.000007,0.000007,426562130
2021-07-22,0.000007,0.000007,0.000006,0.000006,0.000006,280680850
2021-07-23,0.000006,0.000007,0.000006,0.000006,0.000006,287940255
2021-07-24,0.000006,0.000007,0.000006,0.000006,0.000006,306621338
2021-07-25,0.000006,0.000007,0.000006,0.000006,0.000006,254137124
2021-07-26,0.000006,0.000007,0.000006,0.000006,0.000006,498257871
2021-07-27,0.000006,0.000006,0.000006,0.000006,0.000006,255458467
2021-07-28,0.000006,0.000006,0.000006,0.000006,0.000006,226907730
2021-07-29,0.000006,0.000007,0.000006,0.000006,0.000006,242987987
2021-07-30,0.000006,0.000006,0.000006,0.000006,0.000006,230614586
2021-07-31,0.000006,0.000006,0.000006,0.000006,0.000006,198884325
2021-08-01,0.000006,0.000007,0.000006,0.000006,0.000006,311601900
2021-08-02,0.000006,0.000006,0.000006,0.000006,0.000006,233023667
2021-08-03,0.000006,0.000006,0.000006,0.000006,0.000006,199311312
2021-08-04,0.000006,0.000006,0.000006,0.000006,0.000006,204792386
2021-08-05,0.000006,0.000006,0.000006,0.000006,0.000006,223975108
2021-08-06,0.000006,0.000006,0.000006,0.000006,0.000006,248522840
2021-08-07,0.000006,0.000008,0.000006,0.000008,0.000008,734135430
2021-08-08,0.000008,0.000009,0.000007,0.000007,0.000007,923406924
2021-08-09,0.000007,0.000008,0.000007,0.000008,0.000008,513264306
2021-08-10,0.000008,0.000008,0.000007,0.000008,0.000008,358181887
2021-08-11,0.000008,0.000008,0.000008,0.000008,0.000008,567005556
2021-08-12,0.000008,0.000008,0.000007,0.000008,0.000008,447258857
2021-08-13,0.000008,0.000008,0.000008,0.000008,0.000008,405525616
2021-08-14,0.000008,0.000009,0.000008,0.000008,0.000008,633410230
2021-08-15,0.000008,0.000009,0.000008,0.000009,0.000009,511338751
2021-08-16,0.000009,0.000009,0.000008,0.000009,0.000009,1002600515
2021-08-17,0.000009,0.000009,0.000008,0.000008,0.000008,655276452
2021-08-18,0.000008,0.000008,0.000008,0.000008,0.000008,490220596
2021-08-19,0.000008,0.000008,0.000008,0.000008,0.000008,358840820
2021-08-20,0.000008,0.000009,0.000008,0.000008,0.000008,360709045
2021-08-21,0.000008,0.000009,0.000008,0.000008,0.000008,314483766
2021-08-22,0.000008,0.000008,0.000008,0.000008,0.000008,292686165
2021-08-23,0.000008,0.000008,0.000008,0.000008,0.000008,327215667
2021-08-24,0.000008,0.000008,0.000007,0.000007,0.000007,393979166
2021-08-25,0.000008,0.000008,0.000007,0.000008,0.000008,338503381
2021-08-26,0.000008,0.000008,0.000007,0.000007,0.000007,323676890
2021-08-27,0.000007,0.000008,0.000007,0.000007,0.000007,320305426
2021-08-28,0.000007,0.000007,0.000007,0.000007,0.000007,223873537
2021-08-29,0.000007,0.000007,0.000007,0.000007,0.000007,236155012
2021-08-30,0.000007,0.000007,0.000007,0.000007,0.000007,253774182
2021-08-31,0.000007,0.000007,0.000007,0.000007,0.000007,290290305
2021-09-01,0.000007,0.000007,0.000007,0.000007,0.000007,261160667
2021-09-02,0.000007,0.000007,0.000007,0.000007,0.000007,283366175
2021-09-03,0.000007,0.000007,0.000007,0.000007,0.000007,260789327
2021-09-04,0.000007,0.000008,0.000007,0.000007,0.000007,378296266
2021-09-05,0.000007,0.000008,0.000007,0.000008,0.000008,300455633
2021-09-06,0.000008,0.000008,0.000007,0.000007,0.000007,334086564
2021-09-07,0.000007,0.000007,0.000005,0.000006,0.000006,626371078
2021-09-08,0.000006,0.000008,0.000005,0.000007,0.000007,986403280
2021-09-09,0.000007,0.000008,0.000007,0.000007,0.000007,784078100
2021-09-10,0.000007,0.000008,0.000007,0.000007,0.000007,423733163
2021-09-11,0.000007,0.000007,0.000007,0.000007,0.000007,229243568
2021-09-12,0.000007,0.000007,0.000007,0.000007,0.000007,243064232
2021-09-13,0.000007,0.000007,0.000006,0.000007,0.000007,312789256
2021-09-14,0.000007,0.000007,0.000006,0.000007,0.000007,184111151
2021-09-15,0.000007,0.000007,0.000007,0.000007,0.000007,203289266
2021-09-16,0.000007,0.000009,0.000007,0.000009,0.000009,1624140154
2021-09-17,0.000009,0.000009,0.000008,0.000008,0.000008,1663423890
2021-09-18,0.000008,0.000009,0.000008,0.000008,0.000008,495513218
2021-09-19,0.000008,0.000008,0.000007,0.000008,0.000008,572892039
2021-09-20,0.000008,0.000008,0.000007,0.000007,0.000007,586521394
2021-09-21,0.000007,0.000007,0.000007,0.000007,0.000007,382463972
2021-09-22,0.000007,0.000007,0.000007,0.000007,0.000007,280642205
2021-09-23,0.000007,0.000008,0.000007,0.000008,0.000008,370820478
2021-09-24,0.000008,0.000008,0.000007,0.000007,0.000007,456964069
2021-09-25,0.000007,0.000008,0.000007,0.000007,0.000007,227277343
2021-09-26,0.000007,0.000007,0.000007,0.000007,0.000007,257921523
2021-09-27,0.000007,0.000007,0.000007,0.000007,0.000007,207040951
2021-09-28,0.000007,0.000007,0.000007,0.000007,0.000007,229379215
2021-09-29,0.000007,0.000007,0.000007,0.000007,0.000007,193035725
2021-09-30,0.000007,0.000007,0.000007,0.000007,0.000007,308553065
2021-10-01,0.000007,0.000008,0.000007,0.000008,0.000008,316837935
2021-10-02,0.000008,0.000008,0.000007,0.000008,0.000008,320232218
2021-10-03,0.000008,0.000009,0.000008,0.000009,0.000009,627602337
2021-10-04,0.000009,0.000015,0.000008,0.000013,0.000013,5113996411
2021-10-05,0.000013,0.000020,0.000012,0.000017,0.000017,9382762020
2021-10-06,0.000017,0.000029,0.000017,0.000028,0.000028,15233960302
2021-10-07,0.000028,0.000035,0.000021,0.000023,0.000023,18731843000
2021-10-08,0.000023,0.000029,0.000021,0.000027,0.000027,12326548369
2021-10-09,0.000027,0.000030,0.000024,0.000027,0.000027,6401062357
2021-10-10,0.000027,0.000028,0.000025,0.000026,0.000026,3597266431
2021-10-11,0.000026,0.000032,0.000026,0.000031,0.000031,7321688785
2021-10-12,0.000031,0.000032,0.000027,0.000029,0.000029,4868743619
2021-10-13,0.000029,0.000031,0.000028,0.000029,0.000029,3082220289
2021-10-14,0.000029,0.000030,0.000027,0.000027,0.000027,2727081948
2021-10-15,0.000027,0.000027,0.000023,0.000025,0.000025,4121246428
2021-10-16,0.000025,0.000027,0.000025,0.000026,0.000026,1871226740
2021-10-17,0.000026,0.000029,0.000024,0.000028,0.000028,2304858857
2021-10-18,0.000028,0.000030,0.000026,0.000029,0.000029,3919367323
2021-10-19,0.000029,0.000029,0.000028,0.000028,0.000028,1651861422
2021-10-20,0.000028,0.000029,0.000027,0.000029,0.000029,1676016339
2021-10-21,0.000029,0.000029,0.000027,0.000027,0.000027,1540610794
2021-10-22,0.000027,0.000028,0.000027,0.000028,0.000028,1297177007
2021-10-23,0.000028,0.000035,0.000028,0.000034,0.000034,4703212108
2021-10-24,0.000034,0.000044,0.000034,0.000036,0.000036,15337292521
2021-10-25,0.000036,0.000044,0.000035,0.000042,0.000042,8244210217
2021-10-26,0.000042,0.000049,0.000041,0.000048,0.000048,11176750625
2021-10-27,0.000048,0.000087,0.000047,0.000080,0.000080,39053846018
2021-10-28,0.000079,0.000088,0.000057,0.000068,0.000068,32835212339
2021-10-29,0.000069,0.000077,0.000061,0.000075,0.000075,14287074318
2021-10-30,0.000074,0.000077,0.000068,0.000070,0.000070,8648860672
